peer,from1,to1,from2,to2,available,squared_mahalanobis,threshold,translation_m,rotation_rad,consistent
0,532,498,543,492,1,0.0022950029559186459,16.811893829770931,0.043531157135719541,0.0026547783924511341,1
0,532,498,543,513,1,0.0065600998087934044,16.811893829770931,0.10380067474349855,0.00038554537561030587,1
0,535,498,536,503,1,0.0016137783933546205,16.811893829770931,0.04274054142659918,0.00036112481908115641,1
0,535,498,538,498,1,0.00087736819161752415,16.811893829770931,0.010292720349780687,0.0017395800661174877,1
0,535,498,540,506,1,0.0018930971078255346,16.811893829770931,0.042443809905456251,0.0017737219970551876,1
0,535,498,542,509,1,0.003422332283433565,16.811893829770931,0.061100493499963618,0.001695668228563127,1
0,535,498,543,492,1,0.0013738070615009574,16.811893829770931,0.032590772776032124,0.0018698831126465203,1
0,535,498,543,513,1,0.0060325388908486315,16.811893829770931,0.096325870990551746,0.00074111149284411971,1
0,536,503,538,498,1,0.0016071783852681532,16.811893829770931,0.036566729592804097,0.0015961554442517299,1
0,536,503,540,506,1,0.00097022175455024765,16.811893829770931,0.022713703971382802,0.0014766639774358903,1
0,536,503,542,509,1,0.003539977522099952,16.811893829770931,0.060922289932055174,0.0014036413902516949,1
0,536,503,543,492,1,0.00096817785421702727,16.811893829770931,0.037145264779259779,0.0017130542982092193,1
0,536,503,543,513,1,0.0043117593357744439,16.811893829770931,0.076640781578766998,0.00083533624368206563,1
0,538,498,540,506,1,0.0017366763460579286,16.811893829770931,0.033682700387987645,0.0018818163134214688,1
0,538,498,542,509,1,0.0037135427124876125,16.811893829770931,0.053456744031372301,0.0023816750934995343,1
0,538,498,543,492,1,0.0012194061746192567,16.811893829770931,0.023225890931354978,0.0021328771699775538,1
0,538,498,543,513,1,0.0061071120916461209,16.811893829770931,0.086562447345538737,0.0023501379462332454,1
0,540,506,542,509,1,0.0016042326248982132,16.811893829770931,0.038516845652927269,0.00083312843941576824,1
0,540,506,543,492,1,0.00027345794901279246,16.811893829770931,0.016667685302364569,0.00088752602865578502,1
0,540,506,543,513,1,0.0036963310857212857,16.811893829770931,0.061936039700644104,0.0021279350215261503,1
0,542,509,543,492,1,0.00089051511176581018,16.811893829770931,0.027913307414582686,0.0014246554008894505,1
0,542,509,543,513,1,0.0026969364095078482,16.811893829770931,0.051834492588755436,0.0017412096739450173,1
0,543,492,543,513,1,0.0031097499895342408,16.811893829770931,0.073535629812415432,0.0023469602942482568,1
1,0,0,0,1,1,0.011085389722619715,16.811893829770931,0.075110367508863587,0.0047379760880763202,1
1,0,0,1,2,1,0.010814091108100483,16.811893829770931,0.085214751671268019,0.0045589513030185047,1
1,0,0,1,3,1,0.015463410506864842,16.811893829770931,0.10832601472575482,0.0048183802544456205,1
1,0,0,1,5,1,0.0093616809480838777,16.811893829770931,0.084234409599965351,0.0039859178098698381,1
1,0,0,6,1,1,0.015708157278749128,16.811893829770931,0.096862394652135045,0.0068627685256826042,1
1,0,0,372,393,1,0.0087421718370759832,16.811893829770931,2.0265410146649501,0.022148286564430034,1
1,0,0,372,406,1,0.0089177546075112774,16.811893829770931,2.3081817856259899,0.023038077706459888,1
1,0,0,375,403,1,0.0094111667619807028,16.811893829770931,2.4612698783484683,0.023313298773748537,1
1,0,0,378,407,1,0.0087326867898362519,16.811893829770931,2.6336737625136237,0.022201212269492874,1
1,0,0,381,406,1,0.009278647764422044,16.811893829770931,2.8463360888050491,0.02295391599312905,1
1,0,0,384,406,1,0.0088781692884055685,16.811893829770931,2.5563402326071105,0.022249560070367425,1
1,0,0,387,405,1,0.0093313631524658269,16.811893829770931,2.8444088426448575,0.024264063582258348,1
1,0,0,390,400,1,0.01047500324375456,16.811893829770931,3.3300213505115779,0.024711967470862212,1
1,0,0,393,411,1,0.010526111867531508,16.811893829770931,3.4256090403771595,0.02392842483465097,1
1,0,0,454,487,1,0.0095206972336479966,16.811893829770931,4.8848527716547849,0.024757279218677115,1
1,0,0,472,518,1,0.0090784526173907799,16.811893829770931,5.7740775076062452,0.027411816113324564,1
1,0,0,473,500,1,0.009809303081723791,16.811893829770931,5.9004381410794222,0.027962533101641988,1
1,0,0,473,518,1,0.0090436969581087438,16.811893829770931,5.7851241118764767,0.027532093276031174,1
1,0,0,474,504,1,0.0097938422170551469,16.811893829770931,5.9719426762068171,0.027388833549200832,1
1,0,0,475,509,1,0.010700815437736419,16.811893829770931,6.4522657816527857,0.027977551853312174,1
1,0,0,475,519,1,0.0091894636996974477,16.811893829770931,5.7993217529803989,0.029197554780832628,1
1,0,1,1,2,1,0.0026800964006391771,16.811893829770931,0.032909667747226652,0.002532606402337823,1
1,0,1,1,3,1,0.0034737296920086267,16.811893829770931,0.050897857637410407,0.0021441806719123759,1
1,0,1,1,5,1,0.0010834081987425867,16.811893829770931,0.026048741903102024,0.0015305016462609058,1
1,0,1,6,1,1,0.0041856818379458318,16.811893829770931,0.037917341176209554,0.0033792349526682256,1
1,0,1,372,393,1,0.0072905238110581748,16.811893829770931,1.9683801321814136,0.021951760376188779,1
1,0,1,372,406,1,0.0074665571590479879,16.811893829770931,2.2534733112711849,0.023145515115539313,1
1,0,1,375,403,1,0.007940407484164802,16.811893829770931,2.4078138918084155,0.02361271021044813,1
1,0,1,378,407,1,0.0072398593307636478,16.811893829770931,2.5846615684889138,0.022667174647724778,1
1,0,1,381,406,1,0.007764162244998765,16.811893829770931,2.7980759586644561,0.02359491874708779,1
1,0,1,384,406,1,0.0074269134094611718,16.811893829770931,2.5079143688435468,0.022892138227810183,1
1,0,1,387,405,1,0.0078488278295430237,16.811893829770931,2.7948363753016721,0.024708098185985117,1
1,0,1,390,400,1,0.0088823922117954208,16.811893829770931,3.2819798720210693,0.025320725591099442,1
1,0,1,393,411,1,0.0089228280267318692,16.811893829770931,3.3780976637586519,0.024702859082160144,1
1,0,1,454,487,1,0.0080953134099474161,16.811893829770931,4.8421347770518048,0.025772438689234244,1
1,0,1,472,518,1,0.0077313967699354702,16.811893829770931,5.7332410751775784,0.028340825520380659,1
1,0,1,473,500,1,0.0084153870409419337,16.811893829770931,5.8589780388961215,0.028912575270474382,1
1,0,1,473,518,1,0.0077018632889586944,16.811893829770931,5.7442792104253195,0.028429152556782411,1
1,0,1,474,504,1,0.008369804015379529,16.811893829770931,5.9311009779515818,0.028491491428833272,1
1,0,1,475,509,1,0.0092131862538378101,16.811893829770931,6.4118811490197629,0.029314836254789457,1
1,0,1,475,519,1,0.0079513210387993673,16.811893829770931,5.7577169648982025,0.029915469535917835,1
1,1,2,1,3,1,0.0011227496875285477,16.811893829770931,0.023424989091827626,0.0011999694304169722,1
1,1,2,1,5,1,0.00074607174922448687,16.811893829770931,0.0076142989425341569,0.0016328022681758997,1
1,1,2,6,1,1,0.0037945851715185256,16.811893829770931,0.048813105615064606,0.0024183091102890132,1
1,1,2,372,393,1,0.0076823043265057175,16.811893829770931,1.9451927850810486,0.023000577770324826,1
1,1,2,372,406,1,0.0078970968436966188,16.811893829770931,2.2289646952571478,0.024244546740985844,1
1,1,2,375,403,1,0.0083773027182623069,16.811893829770931,2.3834030734863934,0.024670850762181628,1
1,1,2,378,407,1,0.0076717527693827732,16.811893829770931,2.5596460272935024,0.02364091198614544,1
1,1,2,381,406,1,0.0082151789755876975,16.811893829770931,2.7728617297460798,0.02456197906413523,1
1,1,2,384,406,1,0.0078842812405397547,16.811893829770931,2.4851466794709314,0.024024210776626496,1
1,1,2,387,405,1,0.0082889249573158859,16.811893829770931,2.7684196669759782,0.025649681195938127,1
1,1,2,390,400,1,0.0093098512699936967,16.811893829770931,3.2549476533699475,0.02602933612104634,1
1,1,2,393,411,1,0.0093521300185836678,16.811893829770931,3.3516398604592035,0.025398463884686806,1
1,1,2,454,487,1,0.0083620193827099454,16.811893829770931,4.8137719413551938,0.025624368753864309,1
1,1,2,472,518,1,0.0079664308784088492,16.811893829770931,5.7036581499443262,0.028033431110767046,1
1,1,2,473,500,1,0.0086761483876190149,16.811893829770931,5.8294599710754866,0.02868952495402401,1
1,1,2,473,518,1,0.0079337106781331539,16.811893829770931,5.7146567206224699,0.028117145795167473,1
1,1,2,474,504,1,0.0086331621939640026,16.811893829770931,5.9017039837761889,0.028197259999422228,1
1,1,2,475,509,1,0.009492198416539508,16.811893829770931,6.3826698829153958,0.028959219105746042,1
1,1,2,475,519,1,0.008190277426523427,16.811893829770931,5.7282046931026054,0.029837708113376132,1
1,1,3,1,5,1,0.0009365311347179551,16.811893829770931,0.026931241376944557,0.0010891276394777625,1
1,1,3,6,1,1,0.0048894782504085819,16.811893829770931,0.056925110524493699,0.0026771756215033318,1
1,1,3,372,393,1,0.007861647169954333,16.811893829770931,1.9221846827555296,0.023627209978424449,1
1,1,3,372,406,1,0.008048519718780978,16.811893829770931,2.2063078711397694,0.024849995697430474,1
1,1,3,375,403,1,0.0085343581655203289,16.811893829770931,2.3611218433969023,0.025292154909271194,1
1,1,3,378,407,1,0.0078190166310916284,16.811893829770931,2.5382794870016099,0.024294150262861736,1
1,1,3,381,406,1,0.0083508294896192884,16.811893829770931,2.7515957214212019,0.025214373997139685,1
1,1,3,384,406,1,0.0080436702525980945,16.811893829770931,2.4648623009850641,0.024598615673236453,1
1,1,3,387,405,1,0.0084303000136307753,16.811893829770931,2.7462954557407357,0.026320400582812722,1
1,1,3,390,400,1,0.0094370794412160161,16.811893829770931,3.2329565784271455,0.026791802656503948,1
1,1,3,393,411,1,0.0094810048862340682,16.811893829770931,3.3300349896967307,0.026161162969381792,1
1,1,3,454,487,1,0.0085596686760284375,16.811893829770931,4.7926018066323453,0.026650120818508944,1
1,1,3,472,518,1,0.0081438916645829341,16.811893829770931,5.6824198126836523,0.02909849411924964,1
1,1,3,473,500,1,0.0088309513946391912,16.811893829770931,5.8080768537226506,0.029736168326595872,1
1,1,3,473,518,1,0.0081104050484509579,16.811893829770931,5.6933957256493901,0.029183189667531272,1
1,1,3,474,504,1,0.0087943869803621087,16.811893829770931,5.8805513112164558,0.029258979048077383,1
1,1,3,475,509,1,0.0096472427601370023,16.811893829770931,6.3617194026596575,0.030032168044379186,1
1,1,3,475,519,1,0.0083643834328161974,16.811893829770931,5.7067361110338606,0.030849934711947771,1
1,1,5,6,1,1,0.0042258063886421553,16.811893829770931,0.045313587153057791,0.0034165674463883865,1
1,1,5,372,393,1,0.0078887187749310667,16.811893829770931,1.9483169928113517,0.022994780575321311,1
1,1,5,372,406,1,0.0080634589805077574,16.811893829770931,2.2324309467361672,0.024154737710261942,1
1,1,5,375,403,1,0.0085501652633286872,16.811893829770931,2.3867720269177228,0.02458067363747465,1
1,1,5,378,407,1,0.0078427809498372286,16.811893829770931,2.5631240295585278,0.023582065192970156,1
1,1,5,381,406,1,0.0083724338479405722,16.811893829770931,2.7764032832722236,0.024479464295758521,1
1,1,5,384,406,1,0.0080480682436712067,16.811893829770931,2.4878607293215866,0.023809618747364238,1
1,1,5,387,405,1,0.0084498353364475254,16.811893829770931,2.7724797803468455,0.025626212914671091,1
1,1,5,390,400,1,0.0094843919884361767,16.811893829770931,3.2592465582830061,0.026150204033752168,1
1,1,5,393,411,1,0.0095296777585986824,16.811893829770931,3.3556701236347566,0.025497124809130821,1
1,1,5,454,487,1,0.0086382049500842214,16.811893829770931,4.8185520224297678,0.026246319206103992,1
1,1,5,472,518,1,0.008224029243867316,16.811893829770931,5.7090325547958276,0.028772633619554448,1
1,1,5,473,500,1,0.0089110922045648258,16.811893829770931,5.8348541286264322,0.029376459337672706,1
1,1,5,473,518,1,0.0081909235027268958,16.811893829770931,5.720064437853674,0.02886441463130391,1
1,1,5,474,504,1,0.0088791303169491985,16.811893829770931,5.9069575488292285,0.028900566166220446,1
1,1,5,475,509,1,0.009738822556297537,16.811893829770931,6.3878157977627099,0.029661049566413245,1
1,1,5,475,519,1,0.0084219341933472192,16.811893829770931,5.7338205023382693,0.030475910340549785,1
1,6,1,372,393,1,0.0071338636825941252,16.811893829770931,1.9619178192552285,0.022951276504350332,1
1,6,1,372,406,1,0.0073695514607948417,16.811893829770931,2.2487355635237583,0.024359961343347811,1
1,6,1,375,403,1,0.0078430591776997086,16.811893829770931,2.4053839950325644,0.02486681577723614,1
1,6,1,378,407,1,0.0071282072220869089,16.811893829770931,2.5859574405217081,0.023906380580143324,1
1,6,1,381,406,1,0.0076738879195517255,16.811893829770931,2.7996512049919686,0.024906352699842142,1
1,6,1,384,406,1,0.007359914631493129,16.811893829770931,2.5137265781435567,0.024442867363730109,1
1,6,1,387,405,1,0.0077549882045401608,16.811893829770931,2.7913912164419057,0.025865101942488436,1
1,6,1,390,400,1,0.0087348621438934817,16.811893829770931,3.2784315570640321,0.026242190968744833,1
1,6,1,393,411,1,0.0087695409795155964,16.811893829770931,3.3772855467875296,0.025703032285058519,1
1,6,1,454,487,1,0.0077649133266048213,16.811893829770931,4.8406473313554894,0.025795326907892199,1
1,6,1,472,518,1,0.0073983407702734299,16.811893829770931,5.727881922733145,0.028091125001713457,1
1,6,1,473,500,1,0.0081059766373142751,16.811893829770931,5.8525817167324901,0.028773753657447287,1
1,6,1,473,518,1,0.0073674156072966214,16.811893829770931,5.7384860819178529,0.028155526995242808,1
1,6,1,474,504,1,0.008045947645457038,16.811893829770931,5.9272115541067754,0.028351001293629458,1
1,6,1,475,509,1,0.0088828393602197308,16.811893829770931,6.4097669764475453,0.029218556597514368,1
1,6,1,475,519,1,0.007675030417375486,16.811893829770931,5.7472492107453395,0.029824304968597993,1
1,372,393,372,406,1,0.012867062831262663,16.811893829770931,0.14015907390991575,0.0021560055089018025,1
1,372,393,375,403,1,0.0032872607341606574,16.811893829770931,0.06288629211016579,0.0030189476110882149,1
1,372,393,378,407,1,0.019977317146161432,16.811893829770931,0.1848044004902262,0.0031951283410768853,1
1,372,393,381,406,1,0.01983001736970939,16.811893829770931,0.17921313260788541,0.0043063310919596361,1
1,372,393,384,406,1,0.020977274570560402,16.811893829770931,0.19714164535899387,0.0049037686540875465,1
1,372,393,387,405,1,0.005421426245735465,16.811893829770931,0.085439491293126543,0.0039909902999499926,1
1,372,393,390,400,1,0.0028505544426879279,16.811893829770931,0.036649880036510527,0.0053589361864941881,1
1,372,393,393,411,1,0.0039015168114425814,16.811893829770931,0.089906611089934599,0.0055397239268791879,1
1,372,393,454,487,1,0.0041058368653036645,16.811893829770931,0.22808546068240493,0.012100480371836787,1
1,372,393,472,518,1,0.0060639191802099113,16.811893829770931,0.53782568344350423,0.014795916420015731,1
1,372,393,473,500,1,0.0053819636155335972,16.811893829770931,0.61865575830224584,0.014452680635393867,1
1,372,393,473,518,1,0.0061786947952137579,16.811893829770931,0.54866327999663367,0.014883955946280492,1
1,372,393,474,504,1,0.0053833027494466657,16.811893829770931,0.60141057138010201,0.014842325006446383,1
1,372,393,475,509,1,0.0048510677127577544,16.811893829770931,0.69819667533074092,0.01602066221953127,1
1,372,393,475,519,1,0.005192822847112046,16.811893829770931,0.62137871540319889,0.013895922322699284,1
1,372,406,375,403,1,0.0059815844899053974,16.811893829770931,0.08801449652531082,0.0010152591944629619,1
1,372,406,378,407,1,0.0054891697137494071,16.811893829770931,0.087869794762011441,0.0019374674383074548,1
1,372,406,381,406,1,0.0036749408570895593,16.811893829770931,0.064253046131511837,0.0026354894253393956,1
1,372,406,384,406,1,0.0036984745086786454,16.811893829770931,0.062417929276051248,0.0031420549251169644,1
1,372,406,387,405,1,0.005061279844409277,16.811893829770931,0.086580702865761569,0.0024247997356598226,1
1,372,406,390,400,1,0.013951250420148031,16.811893829770931,0.14693297724976234,0.0045915289801173017,1
1,372,406,393,411,1,0.0044124645727147572,16.811893829770931,0.06296852039090052,0.0046636362659769892,1
1,372,406,454,487,1,0.0055771800999268768,16.811893829770931,0.095075952122061699,0.012549842330187376,1
1,372,406,472,518,1,0.006600334003783832,16.811893829770931,0.4366021072918716,0.015294041120055179,1
1,372,406,473,500,1,0.0054217281937355959,16.811893829770931,0.5003334747745305,0.014816057377510607,1
1,372,406,473,518,1,0.0066979552084295872,16.811893829770931,0.45009970305497515,0.015404043106235204,1
1,372,406,474,504,1,0.0055369944719861194,16.811893829770931,0.47650760681741589,0.015193370671403063,1
1,372,406,475,509,1,0.0049696955463764333,16.811893829770931,0.55344154532419898,0.01622578732998706,1
1,372,406,475,519,1,0.0055547824501877953,16.811893829770931,0.52787483297872573,0.01421641679142947,1
1,375,403,378,407,1,0.016336737638973427,16.811893829770931,0.15154208561741331,0.0014300784644032012,1
1,375,403,381,406,1,0.01398174250836378,16.811893829770931,0.13763567611193489,0.0017168796990593553,1
1,375,403,384,406,1,0.014500607189364143,16.811893829770931,0.14493829569259903,0.0025751175183237017,1
1,375,403,387,405,1,0.0036249484869457079,16.811893829770931,0.076520306108687389,0.0016185189071342822,1
1,375,403,390,400,1,0.0048300596470012905,16.811893829770931,0.066862339535200141,0.0039764858961356614,1
1,375,403,393,411,1,0.0015021704979040098,16.811893829770931,0.024023154845024493,0.0039442543090617895,1
1,375,403,454,487,1,0.0046389422056365096,16.811893829770931,0.1712233760188098,0.012226743635091516,1
1,375,403,472,518,1,0.006489344287394355,16.811893829770931,0.50994408761814758,0.014992460077802756,1
1,375,403,473,500,1,0.0054748620247535842,16.811893829770931,0.57722166799397245,0.014466965311189895,1
1,375,403,473,518,1,0.0066100649709367656,16.811893829770931,0.52268504983988318,0.015113846264572071,1
1,375,403,474,504,1,0.0055766363011704682,16.811893829770931,0.55563540271257073,0.01482080990731318,1
1,375,403,475,509,1,0.0049072828066410159,16.811893829770931,0.63451164341242328,0.01577829980132912,1
1,375,403,475,519,1,0.0052705183741351492,16.811893829770931,0.59452688928289321,0.013894025172910324,1
1,378,407,381,406,1,0.00095023275591359633,16.811893829770931,0.027243031948423566,0.0012495006993859274,1
1,378,407,384,406,1,0.0022334005635449745,16.811893829770931,0.043813436108513092,0.0024068351825792009,1
1,378,407,387,405,1,0.0069052437369178515,16.811893829770931,0.092677287964894814,0.0021055334740974485,1
1,378,407,390,400,1,0.022826426066219766,16.811893829770931,0.18142177559562442,0.0037665832256973376,1
1,378,407,393,411,1,0.010942829430510621,16.811893829770931,0.12597971558675639,0.0033898487976113116,1
1,378,407,454,487,1,0.0046690565450473037,16.811893829770931,0.066791896395011902,0.011388933811229355,1
1,378,407,472,518,1,0.0043944393867968827,16.811893829770931,0.39840169691464733,0.014304283616077329,1
1,378,407,473,500,1,0.0038559200495995784,16.811893829770931,0.47385363743344805,0.013845198405762718,1
1,378,407,473,518,1,0.0044646306876780098,16.811893829770931,0.41237098130058186,0.014437678550514199,1
1,378,407,474,504,1,0.0037520191652351338,16.811893829770931,0.44547559405759823,0.014100559361207148,1
1,378,407,475,509,1,0.0037502969428069282,16.811893829770931,0.52970462317682643,0.015023177655628762,1
1,378,407,475,519,1,0.0040354627546613656,16.811893829770931,0.50300706766956627,0.01348229897422893,1
1,381,406,384,406,1,0.001264820713547392,16.811893829770931,0.017727544898060416,0.0020582124609941914,1
1,381,406,387,405,1,0.007696874148724173,16.811893829770931,0.093650364825136154,0.0017605421454120315,1
1,381,406,390,400,1,0.023994712128672796,16.811893829770931,0.17975167866047695,0.0035204487118161028,1
1,381,406,393,411,1,0.0093252733837329346,16.811893829770931,0.11392556559119332,0.0030322038057751396,1
1,381,406,454,487,1,0.0045593477248155731,16.811893829770931,0.056368046069200275,0.011548800908187414,1
1,381,406,472,518,1,0.0046793754033881809,16.811893829770931,0.39439244658871331,0.014428750151413585,1
1,381,406,473,500,1,0.0039026348549417384,16.811893829770931,0.4670979227270734,0.013888856388197772,1
1,381,406,473,518,1,0.0047597458541941253,16.811893829770931,0.40804802726309242,0.014572989742766362,1
1,381,406,474,504,1,0.0039047708867249809,16.811893829770931,0.44100266351387407,0.01413928679982868,1
1,381,406,475,509,1,0.0037291303021580215,16.811893829770931,0.5255495143621679,0.014962417057770806,1
1,381,406,475,519,1,0.0039921137634288863,16.811893829770931,0.49563492644607648,0.013499510298607442,1
1,384,406,387,405,1,0.011625263795118643,16.811893829770931,0.1033641065730688,0.0035092237876746734,1
1,384,406,390,400,1,0.03064431830891947,16.811893829770931,0.18788895423939286,0.0055754167669163981,1
1,384,406,393,411,1,0.013444969144170565,16.811893829770931,0.11679930934336834,0.0050479186400332332,1
1,384,406,454,487,1,0.0070812224498678642,16.811893829770931,0.042831675251000491,0.01338387454425397,1
1,384,406,472,518,1,0.006644268830874496,16.811893829770931,0.38637471624698405,0.016352703789331246,1
1,384,406,473,500,1,0.0054441534339019059,16.811893829770931,0.45783773962150809,0.015851168246109885,1
1,384,406,473,518,1,0.0067137031631563371,16.811893829770931,0.40038567338752751,0.016501715030130763,1
1,384,406,474,504,1,0.0055488153581443635,16.811893829770931,0.42988501439268617,0.016049088647275618,1
1,384,406,475,509,1,0.005228171352013011,16.811893829770931,0.51178897425183734,0.016836818063646817,1
1,384,406,475,519,1,0.0057458105639185764,16.811893829770931,0.49092792166901411,0.015532369810329967,1
1,387,405,390,400,1,0.0076451594529437158,16.811893829770931,0.093524987126865078,0.0025343824726675266,1
1,387,405,393,411,1,0.0038596133704164827,16.811893829770931,0.070545326731528288,0.0026718317962642333,1
1,387,405,454,487,1,0.003925116771964836,16.811893829770931,0.14519812338229379,0.011180693942698128,1
1,387,405,472,518,1,0.0047967342996882573,16.811893829770931,0.48230640640022276,0.013837535265019527,1
1,387,405,473,500,1,0.004520394259376617,16.811893829770931,0.5580156244936586,0.013230427861469399,1
1,387,405,473,518,1,0.0049100939314913857,16.811893829770931,0.49604754722989697,0.013962202253347265,1
1,387,405,474,504,1,0.0042923010455696541,16.811893829770931,0.5290254717537326,0.013619599677101107,1
1,387,405,475,509,1,0.0040337151449220711,16.811893829770931,0.60850362844186789,0.014531919451708715,1
1,387,405,475,519,1,0.0042340386357360028,16.811893829770931,0.58254344586296825,0.012584882563514825,1
1,390,400,393,411,1,0.0051139266300890733,16.811893829770931,0.088321709753642091,0.0011466257220511479,1
1,390,400,454,487,1,0.0024919611682732612,16.811893829770931,0.22581327378615401,0.0088165010159462105,1
1,390,400,472,518,1,0.0045855152535615867,16.811893829770931,0.55770086422537901,0.011378907241660061,1
1,390,400,473,500,1,0.0046019499776258268,16.811893829770931,0.63146422168593741,0.010731327691334083,1
1,390,400,473,518,1,0.0047233069471416742,16.811893829770931,0.56997092186187293,0.011507503435595262,1
1,390,400,474,504,1,0.0043921837946521384,16.811893829770931,0.60972784179676009,0.01113202254967904,1
1,390,400,475,509,1,0.0039776372260522386,16.811893829770931,0.692613091635779,0.012034203618652079,1
1,390,400,475,519,1,0.0037590515200259327,16.811893829770931,0.64256060535953718,0.010113876924912196,1
1,393,411,454,487,1,0.0029632388855657865,16.811893829770931,0.16532868273892901,0.0087795926743453132,1
1,393,411,472,518,1,0.0049866036632123792,16.811893829770931,0.50696089477079698,0.011531211652559537,1
1,393,411,473,500,1,0.0041302324243447106,16.811893829770931,0.56510885194349159,0.010927296347990813,1
1,393,411,473,518,1,0.0051130982940294457,16.811893829770931,0.52174635243097334,0.011678068770516177,1
1,393,411,474,504,1,0.0041943504394584717,16.811893829770931,0.53439758166686202,0.011210311901506852,1
1,393,411,475,509,1,0.0035592968885907713,16.811893829770931,0.59330977957803599,0.012026651894386576,1
1,393,411,475,519,1,0.0037303871608170419,16.811893829770931,0.59770768265091023,0.010530554889569391,1
1,454,487,472,518,1,0.005615187210529394,16.811893829770931,0.16801676856937581,0.0032765794351506537,1
1,454,487,473,500,1,0.0098793621072771638,16.811893829770931,0.17080785825558048,0.0033352758029079892,1
1,454,487,473,518,1,0.0059710480079952681,16.811893829770931,0.17366008034893735,0.0034578568502082476,1
1,454,487,474,504,1,0.009029430254997084,16.811893829770931,0.17478210175365749,0.0030818879968971505,1
1,454,487,475,509,1,0.0067581275604096155,16.811893829770931,0.1569663960590936,0.0042324927771835415,1
1,454,487,475,519,1,0.0027149171916451059,16.811893829770931,0.12155050115133569,0.0046559071940037782,1
1,472,518,473,500,1,0.0046257970454505106,16.811893829770931,0.082288468222471989,0.0012051468401820761,1
1,472,518,473,518,1,3.2342622782288904e-05,16.811893829770931,0.0036096033075960934,0.0002469189972512049,1
1,472,518,474,504,1,0.0028521694295008293,16.811893829770931,0.059679188517917155,0.0011605431893948828,1
1,472,518,475,509,1,0.006761627806928106,16.811893829770931,0.087125303281413907,0.0026343617602450106,1
1,472,518,475,519,1,0.0057983644226496664,16.811893829770931,0.068057285372607385,0.0031906845878193731,1
1,473,500,473,518,1,0.0046013302770392837,16.811893829770931,0.079086571310902104,0.0013029391398090356,1
1,473,500,474,504,1,0.00083572405052539283,16.811893829770931,0.026038398332404955,0.0011916365113583088,1
1,473,500,475,509,1,0.0015050770930683448,16.811893829770931,0.02386525133561573,0.0025485774696697473,1
1,473,500,475,519,1,0.0036769655835754236,16.811893829770931,0.068672163176716733,0.0022472811226850716,1
1,473,518,474,504,1,0.0028248204982275018,16.811893829770931,0.058203152391777084,0.0013844616832531015,1
1,473,518,475,509,1,0.0070769723564435179,16.811893829770931,0.087426505233717908,0.002809805760630839,1
1,473,518,475,519,1,0.0063734139967991576,16.811893829770931,0.070375881940957855,0.0031588787428632492,1
1,474,504,475,509,1,0.002053274109540878,16.811893829770931,0.040441490716762458,0.0016344335631527749,1
1,474,504,475,519,1,0.0046888878028977302,16.811893829770931,0.066426232079237493,0.0034252765311930966,1
1,475,509,475,519,1,0.0053915164793142175,16.811893829770931,0.052451075360010473,0.004537779763537541,1
